Episode,Who said it:,Who was it said to:,Text:
2,Viktor,Heimerdinger,Could it work? Could these stones really invoke magic?
2,Heimerdinger,Viktor,Nonsense. It's far too unstable.
2,Viktor,Heimerdinger,Could you stabilize it?
2,Heimerdinger,Viktor,Me? Why would I?
2,Heimerdinger,Viktor,"That only leads to more problems,"
2,Heimerdinger,Viktor,and that poor boy has enough of them already.
2,Heimerdinger,Viktor,"There. Come tomorrow morning, his research will be safely disposed of."
2,Heimerdinger,Viktor,Lock up.
2,Heimerdinger,,"No, no, no. Magic is far too dangerous in the wrong hands."
2,Silco,Singed,Will he live?
2,Singed,Silco,Long enough.
2,Silco,Deckard,"Beautiful, aren't they?"
2,Silco,Deckard,"Yet, up there on the surface,"
2,Silco,Deckard,no one even knows they exist.
2,Deckard,Silco,They're monsters.
2,Silco,Deckard,There's a monster inside all of us.
2,Deckard,Silco,"What? No. No, no! It'll kill me!"
2,Silco,Deckard,I'd like to let you in on a very important secret
2,Silco,Deckard,"I learned when I was about your age, boy."
2,Silco,Deckard,"You see, power,"
2,Silco,Deckard,"real power doesn't come to those who were born strongest,"
2,Silco,Deckard,"or fastest, or smartest."
2,Silco,Deckard,No.
2,Silco,Deckard,It comes to those who will do anything to achieve it.
2,Silco,Deckard,It's time to let the monster out.
2,Caitlyn,Jayce,They won't see you.
2,Caitlyn,Jayce,Your name's no good now.
2,Caitlyn,Jayce,"My dad says you're a misfit, and that we can't be friends anymore."
2,Jayce,Caitlyn,"So, why are you out here?"
2,Caitlyn,Jayce,"I'm a misfit too, I suppose."
2,Caitlyn,Jayce,What will you do?
2,Jayce,Caitlyn,"Join the Talis hammer business, I guess."
2,Caitlyn,Jayce,You can't do that.
2,Jayce,Caitlyn,"No, I can't."
2,Mrs. Kiramann,Caitlyn,"Come inside, Caitlyn. Now."
2,Jayce,Mrs. Kiramann,I'm sorry. I just wanted to explain...
2,Mrs. Kiramann,Jayce,I think you've done enough.
2,Mel,Grayson,You said this was a break in.
2,Mel,Grayson,Did they take anything dangerous?
2,Grayson,Mel,Hard to say.
2,Grayson,Mel,"We don't exactly know what we did find, let alone what we didn't."
2,,,This mention of magic has the people afraid.
2,,,The culprits must be apprehended.
2,Grayson,Councilor,"We're doing our best, Councilor. I assure you."
2,,,Your attitude makes me question if your best is up to the task.
2,,,"Oh, we'll find them. Don't worry."
2,Grayson,Councilor,"We've conducted exhaustive interrogations, frozen commerce for half the district."
2,Grayson,Councilor,"With all due respect, Councilor,"
2,Grayson,Councilor,don't you think we've pushed them hard enough?
2,,,Do whatever it takes.
2,,,Turn the undercity upside down if you have to.
2,,,Just find them!
2,Vander,Marcus,Welcome to The Last Drop.
2,Vander,Marcus,What can I get you?
2,Marcus,Vander,Four sump-rats will do.
2,Marcus,,Search the place.
2,Vander,Marcus,"While you're wasting your time, how about a proper drink?"
2,Marcus,Vander,I'll take the strongest shit you got.
2,Vander,Marcus,Mm. You be careful with that.
2,Marcus,Vander,Nearly forgot. I ran into an old friend of yours.
2,Marcus,Vander,He had some stories.
2,Marcus,Vander,"You weren't always the peacekeeper, were you?"
2,Vander,Marcus,"Yeah, well, you can't escape the past. Right?"
2,Vander,Marcus,Be a shame if I had to put them on again.
2,Vander,Marcus,"Cast iron's, well, it's hard to clean."
2,Marcus,Vander,"You people down here are all the same,"
2,Marcus,Vander,mistaking arrogance for bravery.
2,Marcus,Vander,"You think you're standing up for something,"
2,Marcus,Vander,but we all know there is a crime
2,Marcus,Vander,behind every coin that passes through this place.
2,Marcus,Vander,You're just a small man in a little hole the world forgot to bury.
2,Marcus,Vander,And I'm gonna bury the lot of you.
2,Vander,,Are you all okay?
2,Vi,Vander,"No, we're not okay. They almost saw Powder."
2,Vi,Vander,What if they took her?
2,Vander,Vi,No one is taking any of you.
2,Vander,Vi,Never let that happen.
2,Vi,Vander,It's already happening.
2,Vi,Vander,"You heard him, they won't stop. We need to fight back."
2,Vi,Vander,"And if you won't, I will."
2,Vander,Vi,I've heard this kind of talk before.
2,Vi,Vander,Why are we here?
2,Vander,Vi,You still don't understand.
2,Vi,Vander,What I don't understand is how you can work with them.
2,Vi,Vander,We were here. We saw what they did.
2,Vi,Vander,"I grew up knowing I'm less than them, that my place is down there."
2,Vi,Vander,"I want Powder to have more than that, and I'm willing to fight for it."
2,Vander,Vi,"So was I. I was angry, just like you."
2,Vander,Vi,"I led us across this bridge, thinking things could change."
2,Vander,Vi,If I hadn't...
2,Vander,Vi,your parents would still be alive.
2,Vander,Vi,I know you wanna hurt the topsiders for what they've done to us.
2,Vander,Vi,But who are you willing to lose?
2,Vander,Vi,Mylo? Claggor?
2,Vander,Vi,Powder?
2,Vander,Vi,"Nobody wins in war, Vi."
2,Vi,Vander,What are we gonna do?
2,Vander,Vi,The Enforcers will come back.
2,Vander,Vi,"I... I don't know. I'll, uh, I'll figure it out."
2,Viktor,Jayce,Am I interrupting?
2,Jayce,Viktor,The hell's your problem? What's that? Another list with my name on it?
2,Viktor,Jayce,"Actually, yes, but only because you signed your notes."
2,Viktor,Jayce,"Every page, I might add. Eh, a little egotistical, don't you think?"
2,Jayce,Viktor,Is that why you came? To insult me?
2,Viktor,Jayce,"No, no, I was... I was intrigued by what you said at the trial."
2,Jayce,Viktor,That makes you the only one.
2,Viktor,Jayce,"Yes, well, I wanted to talk about your work."
2,Viktor,Jayce,This Hextech theory of yours.
2,Jayce,Viktor,It's not a theory.
2,Jayce,Viktor,"I saw with my own eyes what magic can do, the lives it could save."
2,Jayce,Viktor,You've no idea how beautiful it is.
2,Jayce,Viktor,And now it's gone. No one believed me.
2,Viktor,Jayce,Nobody's ever believed in me.
2,Viktor,Jayce,A poor cripple from the undercity.
2,Viktor,Jayce,I was an outsider the moment I stepped foot in Piltover.
2,Viktor,Jayce,I didn't have the benefits of a patron or a name.
2,Viktor,Jayce,I simply believed in myself.
2,Viktor,Jayce,Which is why I'm here because I think you're on to something.
2,Viktor,Jayce,I want to help you complete your research.
2,Jayce,Viktor,No one thinks it can be done.
2,Viktor,Jayce,"When you're going to change the world, don't ask for permission."
2,Jayce,Viktor,I don't even know your name.
2,Viktor,Jayce,It's Viktor.
2,Mylo,Vi,"Vi, where you been?"
2,Claggor,Vi,Rumor is the Lanes are gonna fight.
2,Jinx,Vi,"Look, I made them for the Enforcers."
2,Jinx,Vi,"These are smoke bombs, and those two are full of nails."
2,Jinx,Vi,"They're gonna work this time, I know it."
2,Vi,Jinx,Me too.
2,Vi,Jinx,"You know, Powder, what makes you different makes you strong."
2,Vi,Jinx,"Always remember that, okay?"
2,Grayson,Marcus,"What the hell were you thinking, going into The Last Drop?"
2,Grayson,Marcus,Do you have any idea what you've done?
2,Marcus,Grayson,I was getting results!
2,Grayson,Marcus,You heard the Council.
2,Grayson,Marcus,You're a fool.
2,Grayson,Marcus,There is no stopping what happens now.
2,Grayson,Marcus,Maybe it's not too late.
,,,
3,Silco,,Ever wonder what it's like to drown? Story of opposites.
3,Silco,,"There's peace in water. Like it's holdin' you, whisperin' in low tones to let it in."
3,Silco,,"And every problem in the world will fade away. But then, there is this thing in your head, and it's raging."
3,Silco,,"Lighting every nerve with madness. To fight. To survive. And all the while, this question lingers before you:"
3,Silco,,"""Have you had enough?"" It's funny. You could pass a lifetime without ever facing a choice like that."
3,Silco,,"But it changes you forever. For that, I thank you, old friend."
3,Vi,Vander,Vander?
3,Vander,Vi,We don't have much time.
3,Vi,Vander,How did you find me?
3,Vander,Vi,I'm proud of you. Always have been.
3,Vi,Vander,"I'm sorry, I... This is the only way to protect the others."
3,Vander,Vi,Vander.
3,Vander,Vi,You've got a good heart. Don't ever lose it.
3,Vander,Vi,No matter how the world tries to break you.
3,Vander,Vi,Protect the family.
3,Vi,Vander,What are you...
3,Vi,Vander,No.
3,Vi,Vander,Vander.
3,Vi,Vander,Let me out. This isn't right.
3,Grayson,Vander,I'm guessing that's for me.
3,Marcus,Vander,You gonna let us make the arrest or not?
3,Vander,Marcus,You'll oblige a doomed man one last smoke.
3,Vander,Marcus,Won't you?
3,Grayson,Vander,"I'm not putting you away, Vander."
3,Vander,Grayson,The Council needs its pound of flesh.
3,Grayson,Vander,"Without you down here, it all falls apart."
3,Vander,Grayson,Benzo will handle things.
3,Vander,Grayson,"I may not have my devilish charm, but he runs a tight ship."
3,Vi,Vander,"Vander, no. You can't do this."
3,Grayson,Vander,You won't be coming back for a long time.
3,Vander,Grayson,I know.
3,Grayson,Vander,Why?
3,Vander,Grayson,Mm.
3,Vander,Grayson,It's the only way.
3,Vi,Benzo,"Benzo, open the damn door."
3,Vi,,What's happening?
3,Grayson,,Hey. Stop right there!
3,Benzo,,What the devil...
3,Benzo,,No.
3,Benzo,Silco,Silco?
3,Benzo,Silco,You animal. Go crawl back into whatever hole you came out of.
3,Vander,Benzo,"Benzo, stay back."
3,Silco,Benzo,You never did know when to walk away.
3,Vander,Benzo,Wait.
3,Vander,Benzo,No!
3,Silco,Benzo,Hmm. Stubborn to the end.
3,Marcus,Silco,What the hell have you done? This wasn't the deal!
3,Silco,Marcus,Deal's changed.
3,Vi,,No.
3,Vi,,No!
3,Jayce,Viktor,"This entire time, I thought I needed to dampen the oscillations."
3,Viktor,Jayce,The crystals will only stabilize at high frequency.
3,Viktor,Jayce,You have to...
3,Jayce,Viktor,Crank it.
3,Viktor,Jayce,Yes. Yes. You have to... crank it.
3,Jayce,Viktor,It works.
3,Viktor,Jayce,Eh... On paper.
3,Jayce,Viktor,"Well, we could test it if we had access to my equipment."
3,Viktor,Jayce,Which is being destroyed tomorrow.
3,Jayce,Viktor,What?
3,Viktor,Jayce,"Oh. I... Yeah. I, I meant to tell you."
3,Jayce,Viktor,That research is everything. My... my whole life.
3,Jayce,Viktor,"Maybe if we showed them the equations,"
3,Jayce,Viktor,they'd let us...
3,Viktor,Jayce,We need more than promises.
3,Viktor,Jayce,We need proof.
3,Jayce,Viktor,Not without the crystals. The enforcers took them all. They're gone.
3,Viktor,Jayce,Yeah. Locked away in Heimerdinger's lab.
3,Jayce,Viktor,No. No. No. You heard the Council. If we're wrong...
3,Viktor,Jayce,Better be right then.
3,Jayce,Viktor,Why? Why would you risk this?
3,Viktor,Jayce,Do you think it was my life's ambition to be an assistant?
3,Viktor,Jayce,Scientists seek discoveries.
3,Viktor,Jayce,Ways to make the world a better place.
3,Viktor,Jayce,This Hextech dream of yours has the potential to do that.
3,Jayce,Viktor,Our Hextech dream.
3,Ekko,Vi,I saw everything.
3,Ekko,Vi,Be... Benzo. They...
3,Vi,Ekko,What about Vander?
3,Ekko,Vi,They took him.
3,Vi,Ekko,Where?
3,Silco,Vander,"It's a little crude, I'll admit."
3,Silco,Vander,The base violence necessary for change.
3,Silco,Vander,But we both know topside won't listen to anything else.
3,Vander,Silco,"Even with your monsters, you won't win a war against Piltover."
3,Silco,Vander,I don't have to. I just need to scare them.
3,Silco,Vander,They won't dare set foot in the underground again.
3,Vander,Silco,You'll get people killed. For what? Pride?
3,Silco,Vander,For respect.
3,Silco,Vander,Opportunity. Everything they've denied us.
3,Vander,Silco,You had my respect.
3,Vander,Silco,"The Lanes' respect, but that... that was never enough for you."
3,Silco,Vander,"We shared a vision, Vander. A dream of freedom."
3,Silco,Vander,"Not just for the Lanes, but the whole of the underground, united as one."
3,Silco,Vander,The nation of Zaun.
3,Silco,Vander,Do you even remember?
3,Silco,Vander,I trusted you.
3,Silco,Vander,And you betrayed me.
3,Vander,Silco,What I did to you...
3,Vander,Silco,I've never forgiven myself. You were my brother.
3,Silco,Vander,"No, you still don't understand."
3,Silco,Vander,Can you imagine what it's like?
3,Silco,Vander,When your blood mixes with the filth and the river toxins eat through your nerves.
3,Silco,Vander,"Oh, I hated you for what you'd done. But as time passed, so did my hate."
3,Silco,Vander,And I was left with an understanding.
3,Silco,Vander,The only way to defeat a superior enemy is to stop at nothing.
3,Silco,Vander,To become what they fear.
3,Silco,Vander,"I hated you, but you kept my respect."
3,Silco,Vander,Until you made peace with them.
3,Silco,Vander,Played lapdog after everything we suffered.
3,Vander,Silco,I had no choice.
3,Silco,Vander,Perhaps.
3,Silco,Vander,But now you do.
3,Silco,Vander,Shimmer. We have the power.
3,Silco,Vander,"We can finally realize our dream,"
3,Silco,Vander,brother.
3,Vander,Silco,Look at what you've done.
3,Vander,Silco,Benzo. These kids.
3,Vander,Silco,"In fighting topside, you'd sacrifice everything that we are."
3,Vander,Silco,It's not the way. Can't you see that?
3,Vander,Silco,"Kill me if you have to, but please spare the Lanes."
3,Silco,Vander,"You'd die for the cause, but you won't fight for one?"
3,Vander,Silco,I'm just... not that man anymore.
3,Silco,Vander,I'll show you what you really are.
3,Viktor,Jayce,Hmm.
3,Viktor,Jayce,"So far, so good."
3,Mel,Jayce,Hmm. Willing to risk exile for your endeavor.
3,Mel,Jayce,That's quite the conviction.
3,Jayce,Mel,Councilor.
3,Jayce,Mel,"What a surprise to see you, huh?"
3,Viktor,Mel,"Wait a minute, this isn't my bedroom."
3,Viktor,Mel,How could I have...
3,Jayce,Mel,Please. We can prove that it works.
3,Mel,Jayce,"Hmm. You couldn't do so earlier today, how is tonight any different?"
3,Viktor,Mel,We figured out how to stabilize it.
3,Mel,Viktor,You're the Professor's assistant.
3,Jayce,Mel,"No, he's my new partner."
3,Mel,Jayce,"Even if you manage to prove your theory, the Council would destroy it."
3,Viktor,Mel,Heimerdinger will recognize the potential.
3,Mel,Viktor,He already does.
3,Mel,Viktor,It scares him. It scares them all.
3,Jayce,Mel,What about you?
3,Mel,Jayce,I recognize that any worthwhile venture involves risk.
3,Jayce,Mel,"Councilor, this technology, it's real."
3,Jayce,Mel,"And no matter what happens here, it's going to change our world."
3,Jayce,Mel,We should be the ones to lead it.
3,Jayce,Mel,"Piltover, the land of progress, equality, innovation."
3,Jayce,Mel,"I know it sounds impossible, but when have we ever let that stop us?"
3,Jayce,Mel,"Please, just give us a chance."
3,Mel,Jayce and Viktor,"One night, gentlemen. Impress me, or I'd suggest you pack your bags."
3,Mel,Harold,Harold.
3,Harold,Mel,Oh. Oh.
3,Harold,Mel,"Oh, Councilor Medarda, you... you nearly scared me to death."
3,Mel,Harold,Ah. Another late night. The work just doesn't end.
3,Harold,Mel,"Well, I suppose that's a sign of good business, huh?"
3,Mylo,Claggor,"Well, if the enforcers hit tonight, we'll be ready..."
3,Mylo,Claggor,I think.
3,Claggor,Mylo,Dibs on the bat.
3,Mylo,Claggor,"No, no, no, no. I found it."
3,Claggor,Mylo,But I called it.
3,Mylo,Claggor,But I found it.
3,Claggor,Mylo,Respect the dibs.
3,Mylo,Claggor,I called it already.
3,Claggor,Mylo,Respect the...
3,Mylo,Claggor,Stop being such a big baby.
3,Claggor,Vi,Vi?
3,Vi,,Where's the...
3,Jinx,Vi,"Oh, you're back."
3,Mylo,Vi,Hey. Those are Vander's. Slow down. What's going on?
3,Vi,,Benzo's dead.
3,Mylo,Vi,Dead?
3,Vi,,They took Vander.
3,Mylo,,Who took Vander?
3,Vi,,I don't know. But I need to help him.
3,Mylo,,We're going with you.
3,Vi,,Whatever killed Benzo... was like nothing I've ever seen.
3,Vi,,It tore him apart.
3,Claggor,Vi,"You're not doing this alone, Vi."
3,Claggor,Vi,He's our father too.
3,Mylo,,Do we know where they took him?
3,Vi,,Ekko followed them.
3,Vi,,The old cannery next to the docks. He said...
3,Vi,Jinx,"I need you to sit this one out, Powder."
3,Jinx,Vi,What?
3,Vi,Jinx,You're not coming.
3,Jinx,Vi,I'm not afraid.
3,Vi,Jinx,It's too dangerous.
3,Jinx,Vi,But families stick together. You said it yourself.
3,Vi,Jinx,I know what I said...
3,Jinx,Vi,I want to fight. I can help.
3,Vi,Jinx,You're not ready.
3,Vi,Jinx,You're all I have left.
3,Vi,Jinx,I can't lose you.
3,Vi,Jinx,"Here. If they come for you, take this and run."
3,Vi,Jinx,"Where ever you are, light it up, and I'll find you. I promise."
3,Jayce,Viktor,It's all here.
3,Viktor,Jayce,It's time to crank it.
3,Jayce,Viktor,Are you sure you know what you're doing?
3,Jayce,Viktor,I don't think it's gonna hold! Look at the buildup!
3,Viktor,Jayce,The resonance will stabilize it.
3,Viktor,Jayce,Trust me.
3,Enforcer,,"Hey, you seeing this?"
3,Jinx,,I can help them.
3,Vi,,Let's get Vander and get out.
3,Viktor,Jayce,I told you it would work.
3,Viktor,Jayce,All yours.
3,Jayce,Viktor,Wow.
3,Jayce,Viktor,It's never done that before.
3,Jayce,Viktor,All right. Here we go.
3,Viktor,Jayce,Disengage!
3,Viktor,Jayce,Incredible.
3,Vander,Vi,Vi.
3,Vander,Vi,What are you doing here?
3,Vi,Vander,We're breakin' you out.
3,Vi,Mylo,Mylo.
3,Mylo,Vi,On it.
3,Vander,Vi,How... how did you get in?
3,Vander,Vi,There's guards everywhere.
3,Vi,Vander,It was easy. We found an open window and...
3,Vander,Vi,"Oh, god."
3,Vander,Vi,You have to get out. Now.
3,Silco,,Welcome.
3,Silco,,You have my congratulations.
3,Silco,Vi,But I'm afraid this will be a very short reunion.
3,Silco,Vi,Have you heard the rumor?
3,Silco,Vi,Vander the coward fled town with his children.
3,Silco,Vi,And they were never seen again.
3,Vi,Claggor,"Claggor, see if you can find another way out of here."
3,Claggor,Vi,Okay.
3,Vander,Vi,You don't have to do this.
3,Vi,Vander,"Yes, I do."
3,Vander,Vi,Vi.
3,Vander,Mylo,Mylo.
3,Vander,Mylo,Take a breath. You can do this.
3,Claggor,Vander,We're gonna get you out.
3,Silco,Deckard,Ready to rise to the surface?
3,Vander,Mylo,"Mylo, hurry."
3,Jinx,Vi,Vi!
3,Vander,Silco,Silco. Let her go.
3,Vander,Silco,This is between you and me.
3,Silco,Vander,You had your chance.
3,Vander,Vi,Vi.
3,Vander,Vi,You did good.
3,Enforcers,,Open up.
3,Heimredinger,,Stop this lunacy at once.
3,Viktor,Jayce,They're almost through. No pressure.
3,Enforcers,,Open the door.
3,Jayce,Viktor,That sounds like pressure!
3,Enforcers,,Open it.
3,Heimerdinger,,Excuse me. Underfoot.
3,Heimerdinger,,You've actually done it.
3,Heimerdinger,,"But just because it can be done, doesn't mean..."
3,Heimerdinger,,Will you please stop hovering?
3,Viktor,Heimerdinger,"I'm not sure how to do that, sir."
3,Heimerdinger,,"This is not what Piltover's future looks like, my dear boys."
3,Mel,Heimerdinger,That's for the Council to decide.
3,Mel,Heimerdinger,Perhaps it's time.
3,Mel,Heimerdinger,For the era of magic.
3,Jayce,Mel,"Uh, Hextech. For the era of Hextech."
3,Jinx,,You have to work. For me. Okay?
3,Silco,Deckard,Kill them.
3,Silco,Vander,I knew you still had it in you.
3,Silco,Deckard,Find the girl.
3,Vander,Silco,Silco!
3,Vi,Vander,Vander.
3,Vi,Vander,Vander...
3,Vander,Vi,Take care of Powder.
3,Vi,,No!
3,Jinx,Vi,"Vi, it worked."
3,Vi,Jinx,What?
3,Jinx,Vi,Did you see me?
3,Jinx,Vi,My monkey bomb finally worked.
3,Vi,Jinx,You did this?
3,Vi,Jinx,Why?
3,Vi,Jinx,Why did you do this?
3,Jinx,Vi,I... I didn't...
3,Jinx,Vi,I was saving you.
3,Jinx,Vi,I only wanted to help.
3,Jinx,Vi,I only wanted to help. I only wanted to help.
3,Jinx,Vi,I only wanted to...
3,Vi,Jinx,I told you to stay away.
3,Jinx,Vi,Please. Please. Please...
3,Vi,Jinx,I told you to stay away!
3,Jinx,Vi,No. Why did you leave me?
3,Vi,Jinx,Because you're a jinx. Do you hear me? Mylo was right.
3,Jinx,Vi,"No. No. No. No. Violet, please."
3,Jinx,Vi,"Violet, please."
3,Jinx,Vi,"Vi! Vi, come back! Please come back!"
3,Jinx,Vi,"Please, Violet. I need you. Please."
3,Jinx,Vi,Violet...
3,Jinx,Vi,Violet. Please.
3,Vi,Jinx,Powder.
3,Vi,Jinx,Pow...
3,Marcus,Vi,Shh.
3,Marcus,Vi,He'll kill you if he hears you.
3,Marcus,Vi,Come on. Let's go.
3,Silco,Jinx,"Hello, little girl."
3,Silco,Jinx,Where's your sister?
3,Jinx,Silco,She left me.
3,Jinx,Silco,She is not my sister anymore.
3,Silco,Jinx,It's okay.
3,Silco,Jinx,We'll show them.
3,Silco,Jinx,We will show them all.
,,,
4,Jayce,Heimerdinger,"You wanted to see me, Professor?"
4,Heimerdinger,Jayce,"Ah. Come in, Jayce."
4,Heimerdinger,Jayce,Can you believe it?
4,Heimerdinger,Jayce,Our city is about to turn 200 years old.
4,Heimerdinger,Jayce,A bicentennial.
4,Jayce,Heimerdinger,It's shaping up to be an amazing Progress Day.
4,Jayce,Heimerdinger,"Stanwick Padidly? Huh, I don't know much about him."
4,Heimerdinger,Jayce,"Everything he built either exploded, melted, or toppled over."
4,Heimerdinger,Jayce,"And yet, here he stands."
4,Heimerdinger,Jayce,Stanwick set his personal ambitions aside
4,Heimerdinger,Jayce,and focused on something far more important.
4,Heimerdinger,Jayce,Our future.
4,Heimerdinger,Jayce,He realized nothing he could accomplish
4,Heimerdinger,Jayce,could compare to the contributions of his students.
4,Jayce,Heimerdinger,I had no idea.
4,Heimerdinger,Jayce,That was his sacrifice.
4,Heimerdinger,Jayce,A dear friend.
4,Heimerdinger,Jayce,The Council has recommended you give the Progress Day speech this year.
4,Jayce,Heimerdinger,What... But you always give that speech.
4,Jayce,Heimerdinger,I... I could never take your place.
4,Heimerdinger,Jayce,I agree with them.
4,Heimerdinger,Jayce,Your Hexgates have done wonders for our city.
4,Heimerdinger,Jayce,Brought scholars from distant lands. Reignited passions in arts and science.
4,Heimerdinger,Jayce,You deserve this honor.
4,Jayce,Heimerdinger,"I... I will do my best to make Piltover proud, Professor."
4,Heimerdinger,Jayce,"It's short notice, I know,"
4,Heimerdinger,Jayce,but perhaps there's something in the lab you might be able to share?
4,Heimerdinger,Jayce,People love a grand reveal.
4,Jayce,Heimerdinger,Viktor and I have just the thing. The next chapter of Hextech.
4,Jayce,Heimerdinger,"Come to the lab this afternoon, I'll show you."
4,Heimerdinger,Jayce,I'll look forward to it.
4,Heimerdinger,Jayce,"You certainly have something to live up to, my boy."
4,Mrs. Kiramann,,"Our most famous protégé, Jayce Talis."
4,Mrs. Kiramann,,"The visionary behind the Hexgates,"
4,Mrs. Kiramann,,a beacon of trade and prosperity for our great City of Progress.
4,Jayce,,Excuse me.
4,Jayce,,"Sorry, sorry. Yeah. Excuse me."
4,Mrs. Kiramann,,He's a very busy man.
4,Jayce,Caitlyn,Cait.
4,Caitlyn,Jayce,Serves you right.
4,Jayce,Caitlyn,You still avoiding her?
4,Caitlyn,Jayce,I'm working.
4,Jayce,Caitlyn,"Oh, I can see that."
4,Jayce,Caitlyn,"I mean, there's so much crime to thwart outside your family's tent."
4,Caitlyn,Jayce,I can only imagine the strings she pulled to have me posted here.
4,Jayce,Caitlyn,"It's your fault really,"
4,Jayce,Caitlyn,"for not following her into a career ""more befitting your station."""
4,Caitlyn,Jayce,She'd do anything to keep me from seeing the real world.
4,Jayce,Caitlyn,"Well, at least you'll have front-row seats to the speech."
4,Caitlyn,Jayce,Speech?
4,Jayce,Caitlyn,Mm-hmm. I'm giving the big address tonight.
4,Caitlyn,Jayce,Hmm. We really have descended to anarchy.
4,Jayce,Caitlyn,Have fun herding the drunkards.
4,,,Happy Progress Day.
4,,,"Uh, shipping manifest?"
4,,,From your friend. Downtown.
4,,,Let's go!
4,,,"Ah, shit. The Firelights."
4,,,We have five minutes till they're out of there.
4,,,You ever seen this much Shimmer before?
4,,,They're expanding. Check for more below. Burn it all.
4,,,"Oh, no, no, no, no, no. Open up."
4,,,Open the door.
4,,,"Oh, no. She's here."
4,,,What the...
4,Jinx,,Hi.
4,Jinx,,Vi?
4,Vi,Jinx,I can't lose you.
4,Jinx,Vi,Why did you leave me?
4,Vi,Jinx,Because you're a jinx.
4,,,No.
4,Sevika,Jinx,You were supposed to guard the cargo.
4,Viktor,Jayce,You think he will approve?
4,Jayce,Viktor,Heimerdinger believes science should be used
4,Jayce,Viktor,to improve lives as much as we do.
4,Jayce,Viktor,We just need to show him it's safe.
4,Viktor,Jayce,And what about the Council?
4,Jayce,Viktor,We stabilized the crystal like they asked.
4,Jayce,Viktor,Built the Hexgates like they asked.
4,Jayce,Viktor,It's our turn to decide the future of Hextech.
4,Jayce,Viktor,Professor. I'm so glad you could make it.
4,Heimerdinger,Jayce,"Wouldn't miss it for the world, my boy. What do we have on the docket?"
4,Jayce,Heimerdinger,It all began with this.
4,Jayce,Heimerdinger,"A crystal of magical energy,"
4,Jayce,Heimerdinger,too volatile to be handled outside our workshops.
4,Jayce,Heimerdinger,Hextech was supposed to bring magic into the life of the common man.
4,Jayce,Heimerdinger,"And now, it finally can."
4,Jayce,Heimerdinger,A Hextech Gemstone.
4,Heimerdinger,Jayce,Wait.
4,Heimerdinger,Jayce,Holy sprockets.
4,Viktor,Heimerdinger,We've found a means to fortify the crystals.
4,Viktor,Heimerdinger,This new version is stable and absolutely safe.
4,Viktor,Heimerdinger,We present to you the next chapter of Hextech.
4,Jayce,Heimerdinger,We can now design portable devices.
4,Heimerdinger,,Oh...
4,Jayce,Heimerdinger,The Gemstone can power virtually anything.
4,Jayce,Heimerdinger,The Atlas Gauntlets.
4,Jayce,Heimerdinger,The mining colonies in the fissures can work faster and without fatigue.
4,Viktor,Heimerdinger,The Hex Claw.
4,Viktor,Heimerdinger,"A mechanical arm, equipped with a powerful ray of light."
4,Viktor,Heimerdinger,Imagine what our artificers could do with such a device.
4,Jayce,Heimerdinger,I want Hextech to be a tool for us to build a new world.
4,Jayce,Heimerdinger,"And now, it's finally possible."
4,Viktor,Heimerdinger,"Anyway, this is our presentation."
4,Heimerdinger,,"Quite amazing, gentlemen. You should be very proud."
4,Heimerdinger,,"Obviously, there are a few kinks to iron out and screws to be tightened,"
4,Heimerdinger,,"but give it a decade of careful research, and it will be ready."
4,Viktor,Heimerdinger,A decade?
4,Heimerdinger,Viktor,"Oh, don't worry, my boy. It zips past you in the blink of an eye."
4,Viktor,Heimerdinger,"With respect, Professor."
4,Viktor,Heimerdinger,We can be improving lives with Hextech now.
4,Heimerdinger,Viktor,"A breakthrough like this takes time, Viktor."
4,Heimerdinger,Viktor,Putting that kind of power into everyone's hands is dangerous.
4,Heimerdinger,Viktor,Keep at it and I'm sure you will discover a way
4,Heimerdinger,Viktor,to safeguard Hextech against misuse.
4,,,"There must've been four, five of them. I don't know how they got inside."
4,Caitlyn,Grunt,You're from the undercity.
4,Grunt,Caitlyn,I didn't do anything. She's crazy.
4,Caitlyn,Grunt,Easy.
4,Grunt,Caitlyn,She shot me.
4,Caitlyn,Grunt,Who shot you? Who were you working for?
4,Grunt,Caitlyn,I can't. He'll kill me.
4,Caitlyn,Grunt,Who?
4,Caitlyn,Grunt,I can protect you.
4,Marcus,Caitlyn,"Caitlyn Kiramman, why does that not surprise me?"
4,Marcus,Caitlyn,"Interfering in an investigation, again."
4,Marcus,Caitlyn,You're supposed to be guarding your mother's tent.
4,Caitlyn,Marcus,"I was, Sheriff, but she doesn't need it. And clearly, this takes priority."
4,Marcus,Caitlyn,"I realize you're used to getting your way, Kiramman,"
4,Marcus,Caitlyn,but we have a chain of command for a reason.
4,Caitlyn,Marcus,I understand.
4,Caitlyn,Marcus,But there's more going on here than just the smuggling.
4,Caitlyn,Marcus,If I could just question him I could...
4,Marcus,Caitlyn,I'll take it from here.
4,Marcus,Caitlyn,"Since you're looking for more work,"
4,Marcus,Caitlyn,you can take the graveyard shift tonight at the fair.
4,Caitlyn,Marcus,"Yes, sir."
4,Marcus,Caitlyn,Good.
4,Marcus,Caitlyn,I want this one on a boat to Stillwater prison.
4,Enforcer,Marcus,"Yes, sir."
4,Sevika,Silco,She fired on us.
4,Silco,Sevika,There are always mishaps in battle.
4,Silco,Sevika,The Firelights were her target and most are dead.
